gene	individual	counts	tissue	sex	path
_scaffold_13_000173.1	indv_1	7440	leaves	male	rddm
_scaffold_13_000174.1	indv_1	2016	leaves	male	rddm
_scaffold_13_000177.1	indv_1	888	leaves	male	rddm
_scaffold_13_000179.1	indv_1	384	leaves	male	rddm
_scaffold_13_000237.1	indv_1	240	leaves	male	rddm
_scaffold_13_000235.1	indv_1	2736	leaves	male	rddm
_scaffold_13_000185.1	indv_1	984	leaves	male	rddm
_scaffold_13_000187.1	indv_1	4056	leaves	male	rddm
_scaffold_13_000222.1	indv_1	576	leaves	male	rddm
_scaffold_13_000221.1	indv_1	672	leaves	male	rddm
_scaffold_13_000220.1	indv_1	1656	leaves	male	rddm
_scaffold_13_000219.1	indv_1	1272	leaves	male	rddm
_scaffold_13_000200.1	indv_1	3552	leaves	male	rddm
_scaffold_13_000215.1	indv_1	336	leaves	male	rddm
_scaffold_13_000212.1	indv_1	1704	leaves	male	rddm
_scaffold_13_000201.1	indv_1	168	leaves	male	rddm
_scaffold_13_000207.1	indv_1	168	leaves	male	rddm
_scaffold_13_000206.1	indv_1	480	leaves	male	rddm
_scaffold_16_000189.1	indv_1	1128	leaves	male	rddm
_scaffold_16_000005.1	indv_1	168	leaves	male	rddm
_scaffold_16_000009.1	indv_1	1248	leaves	male	rddm
_scaffold_16_000010.1	indv_1	2424	leaves	male	rddm
_scaffold_16_000186.1	indv_1	552	leaves	male	rddm
_scaffold_16_000011.1	indv_1	552	leaves	male	rddm
_scaffold_16_000184.1	indv_1	216	leaves	male	rddm
_scaffold_16_000182.1	indv_1	144	leaves	male	rddm
_scaffold_16_000020.1	indv_1	1176	leaves	male	rddm
_scaffold_16_000179.1	indv_1	192	leaves	male	rddm
_scaffold_16_000173.1	indv_1	1344	leaves	male	rddm
_scaffold_16_000025.1	indv_1	504	leaves	male	rddm
_scaffold_16_000026.1	indv_1	648	leaves	male	rddm
_scaffold_16_000033.1	indv_1	768	leaves	male	rddm
_scaffold_16_000170.1	indv_1	120	leaves	male	rddm
_scaffold_16_000169.1	indv_1	24	leaves	male	rddm
_scaffold_16_000034.1	indv_1	1368	leaves	male	rddm
_scaffold_16_000036.1	indv_1	192	leaves	male	rddm
_scaffold_16_000160.1	indv_1	144	leaves	male	rddm
_scaffold_16_000039.1	indv_1	24	leaves	male	rddm
_scaffold_16_000154.1	indv_1	1512	leaves	male	rddm
_scaffold_16_000046.1	indv_1	744	leaves	male	rddm
_scaffold_16_000047.1	indv_1	4752	leaves	male	rddm
_scaffold_16_000048.1	indv_1	1632	leaves	male	rddm
_scaffold_16_000152.1	indv_1	3816	leaves	male	rddm
_scaffold_16_000147.1	indv_1	2712	leaves	male	rddm
_scaffold_16_000051.1	indv_1	3816	leaves	male	rddm
_scaffold_16_000143.1	indv_1	576	leaves	male	rddm
_scaffold_16_000059.1	indv_1	480	leaves	male	rddm
_scaffold_16_000138.1	indv_1	408	leaves	male	rddm
_scaffold_16_000136.1	indv_1	288	leaves	male	rddm
_scaffold_16_000066.1	indv_1	1520	leaves	male	rddm
_scaffold_16_000134.1	indv_1	912	leaves	male	rddm
_scaffold_16_000133.1	indv_1	144	leaves	male	rddm
_scaffold_16_000131.1	indv_1	96	leaves	male	rddm
_scaffold_16_000130.1	indv_1	360	leaves	male	rddm
_scaffold_16_000127.1	indv_1	576	leaves	male	rddm
_scaffold_16_000124.1	indv_1	912	leaves	male	rddm
_scaffold_16_000119.1	indv_1	2640	leaves	male	rddm
_scaffold_16_000118.1	indv_1	672	leaves	male	rddm
_scaffold_16_000117.1	indv_1	2352	leaves	male	rddm
_scaffold_16_000074.1	indv_1	72	leaves	male	rddm
_scaffold_16_000113.1	indv_1	528	leaves	male	rddm
_scaffold_16_000110.1	indv_1	216	leaves	male	rddm
_scaffold_16_000081.1	indv_1	890	leaves	male	rddm
_scaffold_16_000105.1	indv_1	168	leaves	male	rddm
_scaffold_16_000085.1	indv_1	1356	leaves	male	rddm
_scaffold_16_000103.1	indv_1	840	leaves	male	rddm
_scaffold_16_000102.1	indv_1	456	leaves	male	rddm
_scaffold_16_000101.1	indv_1	600	leaves	male	rddm
_scaffold_16_000100.1	indv_1	168	leaves	male	rddm
_scaffold_16_000099.1	indv_1	120	leaves	male	rddm
_scaffold_16_000097.1	indv_1	840	leaves	male	rddm
_scaffold_16_000096.1	indv_1	264	leaves	male	rddm
_scaffold_16_000095.1	indv_1	1704	leaves	male	rddm
_scaffold_16_000094.1	indv_1	168	leaves	male	rddm
_scaffold_16_000093.1	indv_1	0	leaves	male	rddm
_scaffold_16_000092.1	indv_1	2112	leaves	male	rddm
_scaffold_16_000088.1	indv_1	480	leaves	male	rddm
_scaffold_41_000003.1	indv_1	3936	leaves	male	rddm
_scaffold_41_000132.1	indv_1	6288	leaves	male	rddm
_scaffold_41_000004.1	indv_1	2832	leaves	male	rddm
_scaffold_41_000009.1	indv_1	1992	leaves	male	rddm
_scaffold_41_000011.1	indv_1	600	leaves	male	rddm
_scaffold_41_000130.1	indv_1	336	leaves	male	rddm
_scaffold_41_000013.1	indv_1	1128	leaves	male	rddm
_scaffold_41_000017.1	indv_1	744	leaves	male	rddm
_scaffold_41_000123.1	indv_1	96	leaves	male	rddm
_scaffold_41_000122.1	indv_1	24	leaves	male	rddm
_scaffold_41_000024.1	indv_1	528	leaves	male	rddm
_scaffold_41_000114.1	indv_1	304	leaves	male	rddm
_scaffold_41_000025.1	indv_1	168	leaves	male	rddm
_scaffold_41_000113.1	indv_1	3480	leaves	male	rddm
_scaffold_41_000111.1	indv_1	384	leaves	male	rddm
_scaffold_41_000110.1	indv_1	864	leaves	male	rddm
_scaffold_41_000108.1	indv_1	1116	leaves	male	rddm
_scaffold_41_000107.1	indv_1	552	leaves	male	rddm
_scaffold_41_000106.1	indv_1	480	leaves	male	rddm
_scaffold_41_000029.1	indv_1	13560	leaves	male	rddm
_scaffold_41_000030.1	indv_1	8304	leaves	male	rddm
_scaffold_41_000032.1	indv_1	168	leaves	male	rddm
_scaffold_41_000035.1	indv_1	240	leaves	male	rddm
_scaffold_41_000104.1	indv_1	10920	leaves	male	rddm
_scaffold_41_000103.1	indv_1	1752	leaves	male	rddm
_scaffold_41_000100.1	indv_1	4152	leaves	male	rddm
_scaffold_41_000098.1	indv_1	1272	leaves	male	rddm
_scaffold_41_000097.1	indv_1	7152	leaves	male	rddm
_scaffold_41_000045.1	indv_1	912	leaves	male	rddm
_scaffold_41_000091.1	indv_1	0	leaves	male	rddm
_scaffold_41_000046.1	indv_1	3768	leaves	male	rddm
_scaffold_41_000088.1	indv_1	3120	leaves	male	rddm
_scaffold_41_000049.1	indv_1	528	leaves	male	rddm
_scaffold_41_000087.1	indv_1	384	leaves	male	rddm
_scaffold_41_000055.1	indv_1	2088	leaves	male	rddm
_scaffold_41_000082.1	indv_1	72	leaves	male	rddm
_scaffold_41_000081.1	indv_1	96	leaves	male	rddm
_scaffold_41_000080.1	indv_1	840	leaves	male	rddm
_scaffold_41_000068.1	indv_1	816	leaves	male	rddm
_scaffold_41_000069.1	indv_1	552	leaves	male	rddm
_scaffold_12_000002.1	indv_2	480	leaves	male	rddm
_scaffold_12_000003.1	indv_2	2016	leaves	male	rddm
_scaffold_12_000518.1	indv_2	24	leaves	male	rddm
_scaffold_12_000516.1	indv_2	1248	leaves	male	rddm
_scaffold_12_000015.1	indv_2	816	leaves	male	rddm
_scaffold_12_000016.1	indv_2	264	leaves	male	rddm
_scaffold_12_000020.1	indv_2	2040	leaves	male	rddm
_scaffold_12_000022.1	indv_2	120	leaves	male	rddm
_scaffold_12_000023.1	indv_2	1752	leaves	male	rddm
_scaffold_12_000497.1	indv_2	0	leaves	male	rddm
_scaffold_12_000490.1	indv_2	1992	leaves	male	rddm
_chr6_001891.1_1	indv_2	192	leaves	male	rddm
_scaffold_12_000045.1	indv_2	96	leaves	male	rddm
_scaffold_12_000046.1	indv_2	1488	leaves	male	rddm
_scaffold_12_000487.1	indv_2	2088	leaves	male	rddm
_scaffold_12_000486.1	indv_2	9480	leaves	male	rddm
_scaffold_12_000485.1	indv_2	744	leaves	male	rddm
_scaffold_12_000484.1	indv_2	3192	leaves	male	rddm
_scaffold_12_000050.1	indv_2	24	leaves	male	rddm
_scaffold_12_000481.1	indv_2	792	leaves	male	rddm
_scaffold_12_000051.1	indv_2	2376	leaves	male	rddm
_scaffold_12_000052.1	indv_2	528	leaves	male	rddm
_scaffold_12_000479.1	indv_2	1841	leaves	male	rddm
_scaffold_12_000058.1	indv_2	480	leaves	male	rddm
_scaffold_12_000063.1	indv_2	1560	leaves	male	rddm
_scaffold_12_000470.1	indv_2	1008	leaves	male	rddm
_scaffold_12_000066.1	indv_2	3552	leaves	male	rddm
_scaffold_12_000071.1	indv_2	0	leaves	male	rddm
_scaffold_12_000467.1	indv_2	2784	leaves	male	rddm
_scaffold_12_000072.1	indv_2	3336	leaves	male	rddm
_scaffold_12_000463.1	indv_2	1416	leaves	male	rddm
_scaffold_12_000464.1	indv_2	72	leaves	male	rddm
_scaffold_12_000460.1	indv_2	0	leaves	male	rddm
_scaffold_12_000076.1	indv_2	264	leaves	male	rddm
_scaffold_12_000077.1	indv_2	2568	leaves	male	rddm
_scaffold_12_000458.1	indv_2	6048	leaves	male	rddm
_scaffold_12_000455.1	indv_2	768	leaves	male	rddm
_scaffold_12_000454.1	indv_2	168	leaves	male	rddm
_scaffold_12_000088.1	indv_2	96	leaves	male	rddm
_scaffold_12_000105.1	indv_2	1656	leaves	male	rddm
_scaffold_12_000442.1	indv_2	3360	leaves	male	rddm
_scaffold_12_000441.1	indv_2	3408	leaves	male	rddm
_scaffold_12_000439.1	indv_2	2040	leaves	male	rddm
_scaffold_12_000438.1	indv_2	0	leaves	male	rddm
_scaffold_12_000124.1	indv_2	1128	leaves	male	rddm
_scaffold_12_000437.1	indv_2	1800	leaves	male	rddm
_scaffold_12_000126.1	indv_2	144	leaves	male	rddm
_scaffold_12_000436.1	indv_2	120	leaves	male	rddm
_scaffold_12_000127.1	indv_2	9264	leaves	male	rddm
_scaffold_12_000424.1	indv_2	312	leaves	male	rddm
_scaffold_12_000134.1	indv_2	336	leaves	male	rddm
_scaffold_12_000137.1	indv_2	528	leaves	male	rddm
_scaffold_12_000138.1	indv_2	552	leaves	male	rddm
_scaffold_12_000416.1	indv_2	1584	leaves	male	rddm
_scaffold_12_000147.1	indv_2	3096	leaves	male	rddm
_scaffold_12_000148.1	indv_2	600	leaves	male	rddm
_scaffold_12_000405.1	indv_2	4512	leaves	male	rddm
_scaffold_12_000162.1	indv_2	7904	leaves	male	rddm
_scaffold_12_000400.1	indv_2	1056	leaves	male	rddm
_scaffold_12_000398.1	indv_2	600	leaves	male	rddm
_scaffold_12_000163.1	indv_2	432	leaves	male	rddm
_scaffold_12_000396.1	indv_2	504	leaves	male	rddm
_scaffold_12_000393.1	indv_2	0	leaves	male	rddm
_scaffold_12_000392.1	indv_2	48	leaves	male	rddm
_scaffold_12_000165.1	indv_2	3552	leaves	male	rddm
_scaffold_12_000169.1	indv_2	48	leaves	male	rddm
_scaffold_12_000172.1	indv_2	48	leaves	male	rddm
_scaffold_12_000381.1	indv_2	5040	leaves	male	rddm
_scaffold_12_000378.1	indv_2	72	leaves	male	rddm
_scaffold_12_000174.1	indv_2	2472	leaves	male	rddm
_scaffold_12_000179.1	indv_2	5592	leaves	male	rddm
_scaffold_12_000375.1	indv_2	72	leaves	male	rddm
_scaffold_12_000181.1	indv_2	0	leaves	male	rddm
_scaffold_12_000365.1	indv_2	0	leaves	male	rddm
_scaffold_12_000185.1	indv_2	960	leaves	male	rddm
_scaffold_12_000360.1	indv_2	4200	leaves	male	rddm
_scaffold_12_000359.1	indv_2	1008	leaves	male	rddm
_scaffold_12_000358.1	indv_2	816	leaves	male	rddm
_scaffold_12_000357.1	indv_2	144	leaves	male	rddm
_scaffold_12_000354.1	indv_2	648	leaves	male	rddm
_scaffold_12_000191.1	indv_2	456	leaves	male	rddm
_scaffold_12_000192.1	indv_2	1310	leaves	male	rddm
_scaffold_12_000193.1	indv_2	192	leaves	male	rddm
_scaffold_12_000195.1	indv_2	1248	leaves	male	rddm
_scaffold_12_000344.1	indv_2	1488	leaves	male	rddm
_scaffold_12_000335.1	indv_2	1056	leaves	male	rddm
_scaffold_12_000330.1	indv_2	744	leaves	male	rddm
_scaffold_12_000207.1	indv_2	2952	leaves	male	rddm
_scaffold_12_000321.1	indv_2	1776	leaves	male	rddm
_scaffold_12_000316.1	indv_2	2424	leaves	male	rddm
_scaffold_12_000314.1	indv_2	1224	leaves	male	rddm
_scaffold_12_000309.1	indv_2	7512	leaves	male	rddm
_scaffold_12_000308.1	indv_2	1920	leaves	male	rddm
_scaffold_12_000222.1	indv_2	2232	leaves	male	rddm
_scaffold_12_000225.1	indv_2	0	leaves	male	rddm
_scaffold_12_000238.1	indv_2	1104	leaves	male	rddm
_scaffold_12_000239.1	indv_2	2160	leaves	male	rddm
_scaffold_12_000243.1	indv_2	144	leaves	male	rddm
_scaffold_12_000245.1	indv_2	120	leaves	male	rddm
_scaffold_12_000253.1	indv_2	984	leaves	male	rddm
_scaffold_12_000283.1	indv_2	672	leaves	male	rddm
_scaffold_12_000282.1	indv_2	2880	leaves	male	rddm
_scaffold_12_000255.1	indv_2	3096	leaves	male	rddm
_scaffold_12_000279.1	indv_2	360	leaves	male	rddm
_scaffold_12_000276.1	indv_2	2352	leaves	male	rddm
_scaffold_1_004171.1	indv_2	0	leaves	male	rddm
_scaffold_1_004169.1	indv_2	72	leaves	male	rddm
_scaffold_1_000006.1	indv_2	3432	leaves	male	rddm
_scaffold_1_004167.1	indv_2	2088	leaves	male	rddm
_scaffold_1_000011.1	indv_2	2976	leaves	male	rddm
_scaffold_1_000022.1	indv_2	48	leaves	male	rddm
_scaffold_1_000023.1	indv_2	576	leaves	male	rddm
_scaffold_1_000024.1	indv_2	2424	leaves	male	rddm
_scaffold_1_004162.1	indv_2	3936	leaves	male	rddm
_scaffold_1_000026.1	indv_2	120	leaves	male	rddm
_scaffold_1_004158.1	indv_2	0	leaves	male	rddm
_scaffold_1_004153.1	indv_2	1728	leaves	male	rddm
_scaffold_1_000027.1	indv_2	3408	leaves	male	rddm
_scaffold_1_004141.1	indv_2	3504	leaves	male	rddm
_scaffold_1_004140.1	indv_2	24	leaves	male	rddm
_scaffold_1_000034.1	indv_2	720	leaves	male	rddm
_scaffold_1_000043.1	indv_2	936	leaves	male	rddm
_scaffold_1_000050.1	indv_2	2856	leaves	male	rddm
_scaffold_1_000054.1	indv_2	2568	leaves	male	rddm
_scaffold_1_000056.1	indv_2	1704	leaves	male	rddm
_scaffold_1_000060.1	indv_2	24	leaves	male	rddm
_scaffold_1_004108.1	indv_2	168	leaves	male	rddm
_scaffold_1_004105.1	indv_2	48	leaves	male	rddm
_scaffold_1_000065.1	indv_2	1584	leaves	male	rddm
_scaffold_1_000066.1	indv_2	840	leaves	male	rddm
_scaffold_1_004102.1	indv_2	504	leaves	male	rddm
_scaffold_1_000071.1	indv_2	840	leaves	male	rddm
_scaffold_1_000078.1	indv_2	408	leaves	male	rddm
_scaffold_1_004095.1	indv_2	1560	leaves	male	rddm
_scaffold_1_000079.1	indv_2	0	leaves	male	rddm
_scaffold_1_000087.1	indv_2	5616	leaves	male	rddm
_scaffold_1_000089.1	indv_2	3384	leaves	male	rddm
_scaffold_1_000091.1	indv_2	3456	leaves	male	rddm
_scaffold_1_004089.1	indv_2	960	leaves	male	rddm
_scaffold_1_004088.1	indv_2	0	leaves	male	rddm
_scaffold_1_000092.1	indv_2	5184	leaves	male	rddm
_scaffold_1_000094.1	indv_2	264	leaves	male	rddm
_scaffold_1_000095.1	indv_2	1896	leaves	male	rddm
_scaffold_1_004087.1	indv_2	2712	leaves	male	rddm
_scaffold_1_002220.1_1	indv_2	96	leaves	male	rddm
_scaffold_1_000096.1	indv_2	4080	leaves	male	rddm
_scaffold_1_004084.1	indv_2	4728	leaves	male	rddm
_scaffold_1_004082.1	indv_2	1776	leaves	male	rddm
_scaffold_1_004079.1	indv_2	2184	leaves	male	rddm
_scaffold_1_004078.1	indv_2	3360	leaves	male	rddm
_scaffold_1_004076.1	indv_2	1752	leaves	male	rddm
_scaffold_1_004075.1	indv_2	1848	leaves	male	rddm
_scaffold_1_000100.1	indv_2	313	leaves	male	rddm
_scaffold_1_004073.1	indv_2	144	leaves	male	rddm
_scaffold_1_000103.1	indv_2	1847	leaves	male	rddm
_scaffold_1_000104.1	indv_2	936	leaves	male	rddm
_scaffold_1_000106.1	indv_2	648	leaves	male	rddm
_scaffold_1_000111.1	indv_2	48	leaves	male	rddm
_scaffold_1_000112.1	indv_2	288	leaves	male	rddm
_scaffold_1_004062.1	indv_2	48	leaves	male	rddm
_scaffold_1_004060.1	indv_2	0	leaves	male	rddm
_scaffold_1_004059.1	indv_2	0	leaves	male	rddm
_scaffold_1_004058.1	indv_2	24	leaves	male	rddm
_scaffold_1_004057.1	indv_2	0	leaves	male	rddm
_scaffold_1_004053.1	indv_2	24	leaves	male	rddm
_scaffold_1_000126.1	indv_2	48	leaves	male	rddm
_scaffold_1_004051.1	indv_2	1385	leaves	male	rddm
_scaffold_1_004050.1	indv_2	1392	leaves	male	rddm
_scaffold_1_004049.1	indv_2	672	leaves	male	rddm
_scaffold_1_000128.1	indv_2	912	leaves	male	rddm
_scaffold_1_004045.1	indv_2	1494	leaves	male	rddm
_scaffold_1_000130.1	indv_2	120	leaves	male	rddm
_scaffold_1_004037.1	indv_2	480	leaves	male	rddm
_scaffold_1_000135.1	indv_2	744	leaves	male	rddm
_scaffold_1_000137.1	indv_2	2998	leaves	male	rddm
_scaffold_1_004027.1	indv_2	48	leaves	male	rddm
_scaffold_1_000140.1	indv_2	120	leaves	male	rddm
_scaffold_1_004018.1	indv_2	5271	leaves	male	rddm
_scaffold_1_000148.1	indv_2	5568	leaves	male	rddm
_scaffold_1_000149.1	indv_2	1344	leaves	male	rddm
_scaffold_1_004017.1	indv_2	1320	leaves	male	rddm
_scaffold_1_000151.1	indv_2	504	leaves	male	rddm
_scaffold_1_004016.1	indv_2	456	leaves	male	rddm
_scaffold_1_004014.1	indv_2	1578	leaves	male	rddm
_scaffold_1_000153.1	indv_2	3540	leaves	male	rddm
_scaffold_1_000160.1	indv_2	3816	leaves	male	rddm
_scaffold_1_000161.1	indv_2	1152	leaves	male	rddm
_scaffold_1_004007.1	indv_2	0	leaves	male	rddm
_scaffold_1_004000.1	indv_2	1536	leaves	male	rddm
_scaffold_1_003996.1	indv_2	1128	leaves	male	rddm
_scaffold_1_003994.1	indv_2	24	leaves	male	rddm
_scaffold_1_000164.1	indv_2	48	leaves	male	rddm
_scaffold_1_000169.1	indv_2	6312	leaves	male	rddm
_scaffold_1_000170.1	indv_2	984	leaves	male	rddm
_scaffold_1_000173.1	indv_2	2088	leaves	male	rddm
_scaffold_1_000174.1	indv_2	504	leaves	male	rddm
_scaffold_1_003985.1	indv_2	24	leaves	male	rddm
_scaffold_1_000179.1	indv_2	240	leaves	male	rddm
_scaffold_1_003981.1	indv_2	24	leaves	male	rddm
_scaffold_1_000180.1	indv_2	336	leaves	male	rddm
_scaffold_1_003980.1	indv_2	264	leaves	male	rddm
_scaffold_1_003978.1	indv_2	240	leaves	male	rddm
_scaffold_1_000182.1	indv_2	288	leaves	male	rddm
_scaffold_1_000186.1	indv_2	744	leaves	male	rddm
_scaffold_1_003968.1	indv_2	312	leaves	male	rddm
_scaffold_1_003967.1	indv_2	960	leaves	male	rddm
_scaffold_1_003961.1	indv_2	1896	leaves	male	rddm
_scaffold_1_003946.1	indv_2	1440	leaves	male	rddm
_scaffold_1_000193.1	indv_2	1176	leaves	male	rddm
_scaffold_1_000199.1	indv_2	72	leaves	male	rddm
_scaffold_1_003945.1	indv_2	2256	leaves	male	rddm
_scaffold_1_000206.1	indv_2	7944	leaves	male	rddm
_scaffold_1_000209.1	indv_2	72	leaves	male	rddm
_scaffold_1_003935.1	indv_2	2544	leaves	male	rddm
_scaffold_1_003929.1	indv_2	3552	leaves	male	rddm
_scaffold_1_000219.1	indv_2	1080	leaves	male	rddm
_scaffold_1_000221.1	indv_2	2040	leaves	male	rddm
_scaffold_1_000222.1	indv_2	72	leaves	male	rddm
_scaffold_1_000224.1	indv_2	2760	leaves	male	rddm
_scaffold_1_003928.1	indv_2	552	leaves	male	rddm
_scaffold_1_003926.1	indv_2	72	leaves	male	rddm
_scaffold_1_000233.1	indv_2	600	leaves	male	rddm
_scaffold_1_000234.1	indv_2	4392	leaves	male	rddm
_scaffold_1_003921.1	indv_2	1632	leaves	male	rddm
_scaffold_1_003916.1	indv_2	72	leaves	male	rddm
_scaffold_1_000239.1	indv_2	96	leaves	male	rddm
_scaffold_1_000240.1	indv_2	24	leaves	male	rddm
_scaffold_1_000241.1	indv_2	2280	leaves	male	rddm
_scaffold_1_003906.1	indv_2	3816	leaves	male	rddm
_scaffold_1_003905.1	indv_2	4448	leaves	male	rddm
_scaffold_1_003904.1	indv_2	168	leaves	male	rddm
_scaffold_1_000249.1	indv_2	120	leaves	male	rddm
_scaffold_1_000250.1	indv_2	0	leaves	male	rddm
_scaffold_1_000251.1	indv_2	1800	leaves	male	rddm
_scaffold_1_003902.1	indv_2	3024	leaves	male	rddm
_scaffold_1_003901.1	indv_2	288	leaves	male	rddm
_scaffold_1_000255.1	indv_2	360	leaves	male	rddm
_scaffold_1_000258.1	indv_2	0	leaves	male	rddm
_scaffold_1_000261.1	indv_2	6024	leaves	male	rddm
_scaffold_1_003899.1	indv_2	408	leaves	male	rddm
_scaffold_1_003898.1	indv_2	2040	leaves	male	rddm
_scaffold_1_003897.1	indv_2	288	leaves	male	rddm
_scaffold_1_000263.1	indv_2	0	leaves	male	rddm
_scaffold_1_000264.1	indv_2	480	leaves	male	rddm
_scaffold_1_003894.1	indv_2	12576	leaves	male	rddm
_scaffold_1_003893.1	indv_2	13128	leaves	male	rddm
_scaffold_1_003892.1	indv_2	1080	leaves	male	rddm
_scaffold_1_000273.1	indv_2	2592	leaves	male	rddm
_scaffold_1_003883.1	indv_2	1248	leaves	male	rddm
_scaffold_1_003881.1	indv_2	24	leaves	male	rddm
_scaffold_1_000279.1	indv_2	2808	leaves	male	rddm
_scaffold_1_000282.1	indv_2	4896	leaves	male	rddm
_scaffold_1_003879.1	indv_2	1848	leaves	male	rddm
_scaffold_1_003878.1	indv_2	1876	leaves	male	rddm
_scaffold_1_000289.1	indv_2	24	leaves	male	rddm
_scaffold_1_003873.1	indv_2	2496	leaves	male	rddm
_scaffold_1_003872.1	indv_2	888	leaves	male	rddm
_scaffold_1_000305.1	indv_2	744	leaves	male	rddm
_scaffold_1_000306.1	indv_2	456	leaves	male	rddm
_scaffold_1_000307.1	indv_2	312	leaves	male	rddm
_scaffold_1_000308.1	indv_2	2832	leaves	male	rddm
_scaffold_1_000309.1	indv_2	2808	leaves	male	rddm
_scaffold_1_003862.1	indv_2	288	leaves	male	rddm
_scaffold_1_000312.1	indv_2	168	leaves	male	rddm
_scaffold_1_000314.1	indv_2	1608	leaves	male	rddm
_scaffold_1_003861.1	indv_2	360	leaves	male	rddm
_scaffold_1_000316.1	indv_2	96	leaves	male	rddm
_scaffold_1_000319.1	indv_2	3144	leaves	male	rddm
_scaffold_1_003860.1	indv_2	1584	leaves	male	rddm
_scaffold_1_003859.1	indv_2	6544	leaves	male	rddm
_scaffold_1_003858.1	indv_2	7560	leaves	male	rddm
_scaffold_1_003857.1	indv_2	9720	leaves	male	rddm
_scaffold_1_003855.1	indv_2	120	leaves	male	rddm
_scaffold_1_000320.1	indv_2	1680	leaves	male	rddm
_scaffold_1_000321.1	indv_2	3312	leaves	male	rddm
_scaffold_1_003847.1	indv_2	912	leaves	male	rddm
_scaffold_1_003846.1	indv_2	360	leaves	male	rddm
_scaffold_1_000323.1	indv_2	168	leaves	male	rddm
_scaffold_1_000326.1	indv_2	264	leaves	male	rddm
_scaffold_1_000329.1	indv_2	1008	leaves	male	rddm
_scaffold_1_003845.1	indv_2	1152	leaves	male	rddm
_scaffold_1_003844.1	indv_2	840	leaves	male	rddm
_scaffold_1_000330.1	indv_2	456	leaves	male	rddm
_scaffold_1_003843.1	indv_2	48	leaves	male	rddm
_scaffold_1_000331.1	indv_2	72	leaves	male	rddm
_scaffold_1_000332.1	indv_2	2688	leaves	male	rddm
_scaffold_1_000333.1	indv_2	702	leaves	male	rddm
_scaffold_1_003836.1	indv_2	168	leaves	male	rddm
_scaffold_1_000339.1	indv_2	96	leaves	male	rddm
_scaffold_1_000341.1	indv_2	1248	leaves	male	rddm
_scaffold_1_003834.1	indv_2	4176	leaves	male	rddm
_scaffold_1_000343.1	indv_2	2424	leaves	male	rddm
_scaffold_1_000347.1	indv_2	120	leaves	male	rddm
_scaffold_1_000348.1	indv_2	72	leaves	male	rddm
_scaffold_1_003831.1	indv_2	72	leaves	male	rddm
_scaffold_1_003818.1	indv_2	0	leaves	male	rddm
_scaffold_1_000361.1	indv_2	528	leaves	male	rddm
_scaffold_1_003816.1	indv_2	2592	leaves	male	rddm
_scaffold_1_003815.1	indv_2	3168	leaves	male	rddm
_scaffold_1_000362.1	indv_2	768	leaves	male	rddm
_scaffold_1_000369.1	indv_2	4176	leaves	male	rddm
_scaffold_1_003810.1	indv_2	394	leaves	male	rddm
_scaffold_1_003809.1	indv_2	240	leaves	male	rddm
_scaffold_1_003808.1	indv_2	240	leaves	male	rddm
_scaffold_1_003806.1	indv_2	336	leaves	male	rddm
_scaffold_1_000372.1	indv_2	912	leaves	male	rddm
_scaffold_1_000373.1	indv_2	1464	leaves	male	rddm
_scaffold_1_000374.1	indv_2	1680	leaves	male	rddm
_scaffold_1_000375.1	indv_2	888	leaves	male	rddm
_scaffold_1_000376.1	indv_2	1104	leaves	male	rddm
_scaffold_1_000377.1	indv_2	960	leaves	male	rddm
_scaffold_1_003804.1	indv_2	336	leaves	male	rddm
_scaffold_1_000385.1	indv_2	1536	leaves	male	rddm
_scaffold_1_003800.1	indv_2	4776	leaves	male	rddm
_scaffold_1_000386.1	indv_2	1344	leaves	male	rddm
_scaffold_1_003795.1	indv_2	2160	leaves	male	rddm
_scaffold_1_000394.1	indv_2	600	leaves	male	rddm
_scaffold_1_000395.1	indv_2	3000	leaves	male	rddm
_scaffold_1_000396.1	indv_2	24	leaves	male	rddm
_scaffold_1_003793.1	indv_2	336	leaves	male	rddm
_scaffold_1_000398.1	indv_2	312	leaves	male	rddm
_scaffold_1_000399.1	indv_2	336	leaves	male	rddm
_scaffold_1_003792.1	indv_2	360	leaves	male	rddm
_scaffold_1_003790.1	indv_2	1200	leaves	male	rddm
_scaffold_1_003787.1	indv_2	384	leaves	male	rddm
_scaffold_1_003782.1	indv_2	2928	leaves	male	rddm
_scaffold_1_003775.1	indv_2	1032	leaves	male	rddm
_scaffold_1_000402.1	indv_2	24	leaves	male	rddm
_scaffold_1_000403.1	indv_2	24	leaves	male	rddm
_scaffold_1_000407.1	indv_2	6416	leaves	male	rddm
_scaffold_1_000411.1	indv_2	3576	leaves	male	rddm
